Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron,OpSys,Containers,BlockchainOrg,BlockchainIs
10145,,,,,,MacOS,,,,,,,
10145,,,,,,Raspberry Pi,,,,,,,
10147,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Cassandra,Android,AWS,,,IntelliJ,,,,
10147,Java,Clojure,MySQL,Elasticsearch,Docker,Docker,,,Vim,,,,
10147,Scala,Python,PostgreSQL,MongoDB,Kubernetes,Kubernetes,,,,,,,
10147,SQL,Scala,Other(s):,Redis,Linux,Linux,,,,,,,
10147,,SQL,,Other(s):,,,,,,,,,
10154,HTML/CSS,Go,Elasticsearch,Elasticsearch,Docker,Docker,Angular/Angular.js,React.js,Android Studio,,,,
10154,Java,Java,MySQL,MySQL,Linux,Linux,React.js,Spring,Eclipse,,,,
10154,JavaScript,JavaScript,PostgreSQL,PostgreSQL,MacOS,MacOS,Spring,,IntelliJ,,,,
10154,Scala,Rust,,,Other(s):,Other(s):,,,Visual Studio Code,,,,
10154,SQL,Scala,,,,,,,Xcode,,,,
10154,,SQL,,,,,,,,,,,
10154,,TypeScript,,,,,,,,,,,
10154,,WebAssembly,,,,,,,,,,,
10156,Java,C++,MySQL,MySQL,Google Cloud Platform,AWS,Angular/Angular.js,Angular/Angular.js,Atom,,,,
10156,JavaScript,Java,,PostgreSQL,Linux,Google Cloud Platform,,Vue.js,Vim,,,,
10156,SQL,JavaScript,,,,Linux,,,,,,,
10156,TypeScript,SQL,,,,,,,,,,,
10156,,TypeScript,,,,,,,,,,,
10157,Assembly,Assembly,Elasticsearch,Elasticsearch,Android,Docker,Angular/Angular.js,Drupal,Emacs,,,,
10157,Bash/Shell/PowerShell,C,MariaDB,MariaDB,AWS,Linux,Drupal,React.js,Vim,,,,
10157,C,Kotlin,Redis,,Docker,,React.js,,,,,,
10157,HTML/CSS,PHP,,,Linux,,,,,,,,
10157,JavaScript,SQL,,,,,,,,,,,
10157,Kotlin,TypeScript,,,,,,,,,,,
10157,PHP,WebAssembly,,,,,,,,,,,
10157,Python,Other(s):,,,,,,,,,,,
10157,SQL,,,,,,,,,,,,
10157,Other(s):,,,,,,,,,,,,
10159,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Docker,ASP.NET,Angular/Angular.js,Notepad++,,,,
10159,C#,C#,MongoDB,MongoDB,Kubernetes,Google Cloud Platform,React.js,ASP.NET,Sublime Text,,,,
10159,Go,Go,Microsoft SQL Server,Microsoft SQL Server,Linux,Kubernetes,,React.js,Visual Studio,,,,
10159,Ruby,Python,Redis,PostgreSQL,MacOS,Linux,,Vue.js,,,,,
10159,SQL,Rust,,Redis,Microsoft Azure,MacOS,,,,,,,
10159,TypeScript,SQL,,,Windows,Microsoft Azure,,,,,,,
10159,,TypeScript,,,,Windows,,,,,,,
10161,HTML/CSS,HTML/CSS,,,Docker,IBM Cloud or Watson,ASP.NET,Express,Visual Studio Code,,,,
10161,JavaScript,JavaScript,,,Microsoft Azure,Kubernetes,Express,React.js,,,,,
10161,,TypeScript,,,Windows,,jQuery,Vue.js,,,,,
10161,,,,,,,React.js,,,,,,
10162,Bash/Shell/PowerShell,C,PostgreSQL,Elasticsearch,Android,Android,Express,Vue.js,Android Studio,,,,
10162,C,Kotlin,Redis,PostgreSQL,Heroku,Heroku,Flask,,Atom,,,,
10162,C++,Python,SQLite,Redis,Other(s):,Kubernetes,,,Visual Studio Code,,,,
10162,Java,Rust,,SQLite,,Other(s):,,,,,,,
10162,JavaScript,,,,,,,,,,,,
10162,Rust,,,,,,,,,,,,
10166,C#,C#,MySQL,,Android,Android,,,Notepad++,,,,
10166,SQL,,,,iOS,iOS,,,Visual Studio,,,,
10166,,,,,Windows,Windows,,,,,,,
10167,C#,C#,Couchbase,DynamoDB,Android,Android,Angular/Angular.js,React.js,Android Studio,,,,
10167,Go,Go,DynamoDB,MySQL,AWS,AWS,ASP.NET,,IntelliJ,,,,
10167,Java,Java,Elasticsearch,,Docker,Docker,React.js,,Visual Studio,,,,
10167,JavaScript,JavaScript,Microsoft SQL Server,,iOS,iOS,,,Visual Studio Code,,,,
10167,SQL,SQL,MySQL,,Linux,Linux,,,,,,,
10167,TypeScript,TypeScript,,,MacOS,MacOS,,,,,,,
10167,,,,,Raspberry Pi,Raspberry Pi,,,,,,,
10167,,,,,Slack,Slack,,,,,,,
10167,,,,,Windows,,,,,,,,
10169,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,AWS,AWS,Other(s):,Other(s):,Vim,,,,
10169,Go,Go,PostgreSQL,PostgreSQL,Docker,Docker,,,,,,,
10169,PHP,PHP,Redis,Redis,Linux,Linux,,,,,,,
10169,Python,SQL,SQLite,SQLite,Raspberry Pi,Raspberry Pi,,,,,,,
10169,SQL,,,,Slack,,,,,,,,
10169,,,,,Windows,,,,,,,,
10169,,,,,WordPress,,,,,,,,
10171,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,Django,Ruby on Rails,Atom,,,,
10171,HTML/CSS,Elixir,MySQL,MySQL,Docker,Docker,Ruby on Rails,,IntelliJ,,,,
10171,JavaScript,Go,Redis,Redis,Linux,Kubernetes,,,PHPStorm,,,,
10171,PHP,HTML/CSS,,,Slack,Linux,,,RubyMine,,,,
10171,Python,JavaScript,,,,Slack,,,Sublime Text,,,,
10171,Ruby,Python,,,,,,,,,,,
10171,,Ruby,,,,,,,,,,,
10171,,Rust,,,,,,,,,,,
10173,Bash/Shell/PowerShell,Elixir,PostgreSQL,PostgreSQL,Docker,AWS,Flask,Django,Vim,,,,
10173,Elixir,Go,Redis,,,Docker,Ruby on Rails,Express,,,,,
10173,Go,HTML/CSS,,,,Kubernetes,Other(s):,Flask,,,,,
10173,HTML/CSS,JavaScript,,,,Raspberry Pi,,React.js,,,,,
10173,JavaScript,Python,,,,,,Ruby on Rails,,,,,
10173,Python,Ruby,,,,,,Vue.js,,,,,
10173,Ruby,Rust,,,,,,Other(s):,,,,,
10173,SQL,Scala,,,,,,,,,,,
10173,Other(s):,TypeScript,,,,,,,,,,,
10173,,Other(s):,,,,,,,,,,,
10174,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Notepad++,,,,
10174,JavaScript,JavaScript,Oracle,Oracle,,,ASP.NET,ASP.NET,Visual Studio,,,,
10174,TypeScript,TypeScript,,,,,,,,,,,
10180,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,DynamoDB,Docker,Arduino,,ASP.NET,Visual Studio,,,,
10180,C#,C#,,MongoDB,Microsoft Azure,Docker,,Django,Visual Studio Code,,,,
10180,,F#,,Microsoft SQL Server,Windows,Microsoft Azure,,Flask,,,,,
10180,,JavaScript,,Redis,,Raspberry Pi,,Vue.js,,,,,
10180,,Ruby,,,,Windows,,,,,,,
10185,Bash/Shell/PowerShell,Java,Elasticsearch,Elasticsearch,Android,Android,jQuery,Angular/Angular.js,Android Studio,,,,
10185,C,Python,Microsoft SQL Server,MongoDB,Docker,Docker,Spring,React.js,Eclipse,,,,
10185,HTML/CSS,SQL,MySQL,,Linux,Raspberry Pi,,Spring,IntelliJ,,,,
10185,Java,,Oracle,,Windows,,,,Notepad++,,,,
10185,JavaScript,,,,,,,,PyCharm,,,,
10185,Python,,,,,,,,Sublime Text,,,,
10185,SQL,,,,,,,,,,,,
10186,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Microsoft SQL Server,Arduino,AWS,ASP.NET,ASP.NET,Vim,,,,
10186,C,C,MongoDB,PostgreSQL,AWS,Kubernetes,jQuery,,Visual Studio,,,,
10186,C++,C++,Microsoft SQL Server,SQLite,Docker,Linux,,,Visual Studio Code,,,,
10186,C#,C#,PostgreSQL,,Linux,Raspberry Pi,,,,,,,
10186,F#,Erlang,SQLite,,Microsoft Azure,Windows,,,,,,,
10186,HTML/CSS,F#,,,Raspberry Pi,,,,,,,,
10186,JavaScript,Rust,,,Slack,,,,,,,,
10186,Rust,SQL,,,Windows,,,,,,,,
10186,SQL,WebAssembly,,,,,,,,,,,
10190,C#,Go,MySQL,Firebase,Android,Raspberry Pi,ASP.NET,Angular/Angular.js,Android Studio,,,,
10190,HTML/CSS,Kotlin,SQLite,MariaDB,Windows,,jQuery,Laravel,Eclipse,,,,
10190,Java,Rust,,MongoDB,,,,React.js,Notepad++,,,,
10190,JavaScript,,,,,,,Vue.js,Visual Studio,,,,
10190,PHP,,,,,,,,Visual Studio Code,,,,
10190,SQL,,,,,,,,,,,,
10191,C#,C#,Microsoft SQL Server,Microsoft SQL Server,AWS,Android,ASP.NET,ASP.NET,Visual Studio,,,,
10191,HTML/CSS,F#,,,,AWS,jQuery,jQuery,,,,,
10191,JavaScript,SQL,,,,Microsoft Azure,,,,,,,
10191,SQL,,,,,Raspberry Pi,,,,,,,
10191,,,,,,Windows,,,,,,,
10195,Go,Go,PostgreSQL,PostgreSQL,Linux,Linux,Flask,Flask,Visual Studio Code,,,,
10195,HTML/CSS,HTML/CSS,SQLite,SQLite,,,,,,,,,
10195,Python,Python,,,,,,,,,,,
10195,Rust,Rust,,,,,,,,,,,
10197,HTML/CSS,JavaScript,MongoDB,MongoDB,Android,AWS,Angular/Angular.js,React.js,Atom,,,,
10197,JavaScript,,MySQL,PostgreSQL,AWS,Docker,jQuery,Vue.js,,,,,
10197,PHP,,PostgreSQL,,Docker,Heroku,Laravel,,,,,,
10197,,,,,Heroku,Kubernetes,React.js,,,,,,
10197,,,,,Linux,Linux,,,,,,,
10197,,,,,MacOS,MacOS,,,,,,,
10197,,,,,Slack,Slack,,,,,,,
10197,,,,,WordPress,,,,,,,,
10198,Bash/Shell/PowerShell,HTML/CSS,PostgreSQL,PostgreSQL,Linux,Linux,Vue.js,React.js,Emacs,,,,
10198,HTML/CSS,Rust,SQLite,SQLite,MacOS,MacOS,,Vue.js,,,,,
10198,JavaScript,Scala,,,,,,,,,,,
10198,Rust,WebAssembly,,,,,,,,,,,
10198,Scala,Other(s):,,,,,,,,,,,
10198,Other(s):,,,,,,,,,,,,
10200,HTML/CSS,HTML/CSS,MariaDB,Couchbase,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio Code,,,,
10200,JavaScript,JavaScript,MySQL,Elasticsearch,,Kubernetes,,React.js,,,,,
10200,TypeScript,TypeScript,,Firebase,,,,,,,,,
10200,,,,MariaDB,,,,,,,,,
10200,,,,MySQL,,,,,,,,,
10203,C#,C#,Other(s):,,Microsoft Azure,AWS,Angular/Angular.js,React.js,Notepad++,,,,
10203,JavaScript,F#,,,,Docker,Django,Vue.js,Visual Studio,,,,
10203,TypeScript,JavaScript,,,,Raspberry Pi,,,Visual Studio Code,,,,
10203,,TypeScript,,,,,,,,,,,
10204,C#,C#,Microsoft SQL Server,MongoDB,iOS,iOS,ASP.NET,ASP.NET,Notepad++,,,,
10204,HTML/CSS,HTML/CSS,,Microsoft SQL Server,MacOS,MacOS,jQuery,jQuery,Visual Studio,,,,
10204,JavaScript,JavaScript,,PostgreSQL,Microsoft Azure,Raspberry Pi,,,Xcode,,,,
10204,Objective-C,Objective-C,,SQLite,Windows,Windows,,,,,,,
10204,SQL,Python,,,,,,,,,,,
10204,,TypeScript,,,,,,,,,,,
10206,C#,C#,Elasticsearch,,Android,Android,,,Android Studio,,,,
10206,JavaScript,Python,MongoDB,,Windows,Windows,,,Notepad++,,,,
10206,SQL,,Microsoft SQL Server,,,,,,Visual Studio,,,,
10206,,,Oracle,,,,,,,,,,
10206,,,PostgreSQL,,,,,,,,,,
10206,,,SQLite,,,,,,,,,,
10208,C#,C#,Microsoft SQL Server,Elasticsearch,Windows,AWS,Angular/Angular.js,Angular/Angular.js,Notepad++,,,,
10208,HTML/CSS,HTML/CSS,,Firebase,,Linux,ASP.NET,,Visual Studio,,,,
10208,JavaScript,JavaScript,,MongoDB,,Microsoft Azure,jQuery,,,,,,
10208,SQL,SQL,,Microsoft SQL Server,,Windows,,,,,,,
10208,TypeScript,TypeScript,,SQLite,,,,,,,,,
10209,HTML/CSS,HTML/CSS,DynamoDB,DynamoDB,AWS,Android,jQuery,jQuery,Notepad++,,,,
10209,JavaScript,JavaScript,MariaDB,MariaDB,Raspberry Pi,Arduino,Vue.js,React.js,PHPStorm,,,,
10209,PHP,PHP,MySQL,MongoDB,WordPress,AWS,,Vue.js,Visual Studio Code,,,,
10209,SQL,SQL,,MySQL,,iOS,,,,,,,
10209,,,,,,Raspberry Pi,,,,,,,
10209,,,,,,WordPress,,,,,,,
10210,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,DynamoDB,Docker,Docker,Django,Ruby on Rails,Vim,,,,
10210,HTML/CSS,Elixir,PostgreSQL,Elasticsearch,Heroku,Heroku,Ruby on Rails,,,,,,
10210,Python,Go,Redis,PostgreSQL,MacOS,MacOS,,,,,,,
10210,Ruby,HTML/CSS,,Redis,Slack,,,,,,,,
10210,SQL,Python,,,,,,,,,,,
10210,,Ruby,,,,,,,,,,,
10210,,SQL,,,,,,,,,,,
10211,C#,C#,MariaDB,MongoDB,Microsoft Azure,Android,Angular/Angular.js,Angular/Angular.js,Notepad++,,,,
10211,HTML/CSS,Erlang,MongoDB,Microsoft SQL Server,Raspberry Pi,Arduino,ASP.NET,ASP.NET,Vim,,,,
10211,JavaScript,Go,,Redis,Slack,Docker,,React.js,Visual Studio,,,,
10211,Python,JavaScript,,,Windows,Kubernetes,,,Visual Studio Code,,,,
10211,,Kotlin,,,WordPress,Linux,,,,,,,
10211,,Python,,,,Microsoft Azure,,,,,,,
10211,,Rust,,,,Raspberry Pi,,,,,,,
10211,,TypeScript,,,,,,,,,,,
10215,C++,C++,Other(s):,Firebase,Google Cloud Platform,Android,,,IntelliJ,,,,
10215,HTML/CSS,Java,,Other(s):,,Google Cloud Platform,,,Sublime Text,,,,
10215,JavaScript,Kotlin,,,,,,,Vim,,,,
10215,Python,Python,,,,,,,,,,,
10216,HTML/CSS,Kotlin,MySQL,,Android,Android,jQuery,,Android Studio,,,,
10216,Java,Swift,,,iOS,iOS,Vue.js,,PHPStorm,,,,
10216,JavaScript,,,,,,,,Sublime Text,,,,
10216,Objective-C,,,,,,,,Xcode,,,,
10216,PHP,,,,,,,,,,,,
10216,SQL,,,,,,,,,,,,
10216,Swift,,,,,,,,,,,,
10217,C#,C#,Elasticsearch,Elasticsearch,Docker,Docker,ASP.NET,ASP.NET,Notepad++,,,,
10217,HTML/CSS,HTML/CSS,Microsoft SQL Server,MongoDB,Linux,Kubernetes,Django,Django,PyCharm,,,,
10217,JavaScript,JavaScript,MySQL,Microsoft SQL Server,Windows,Linux,jQuery,Flask,Visual Studio,,,,
10217,PHP,Python,Redis,MySQL,,Windows,Laravel,jQuery,Visual Studio Code,,,,
10217,Python,SQL,,Redis,,,React.js,Laravel,,,,,
10217,SQL,TypeScript,,,,,,React.js,,,,,
10220,HTML/CSS,HTML/CSS,Microsoft SQL Server,Other(s):,Heroku,Heroku,Express,Express,Sublime Text,,,,
10220,JavaScript,JavaScript,MySQL,,Slack,Slack,React.js,React.js,Visual Studio Code,,,,
10220,SQL,Swift,Other(s):,,Windows,Windows,,,,,,,
10222,C#,C#,Couchbase,Cassandra,Android,AWS,Angular/Angular.js,Express,IntelliJ,,,,
10222,HTML/CSS,Erlang,Elasticsearch,Couchbase,Google Cloud Platform,Docker,Express,Laravel,Notepad++,,,,
10222,Java,Go,Firebase,Elasticsearch,Slack,Google Cloud Platform,jQuery,Spring,RStudio,,,,
10222,JavaScript,Java,MariaDB,Firebase,Windows,Heroku,Laravel,,Sublime Text,,,,
10222,PHP,JavaScript,MongoDB,MariaDB,,IBM Cloud or Watson,Spring,,Vim,,,,
10222,SQL,PHP,Microsoft SQL Server,MongoDB,,Kubernetes,,,Visual Studio,,,,
10222,TypeScript,Python,MySQL,Microsoft SQL Server,,Slack,,,,,,,
10222,,R,Oracle,MySQL,,Windows,,,,,,,
10222,,SQL,PostgreSQL,Redis,,,,,,,,,
10222,,TypeScript,Redis,SQLite,,,,,,,,,
10222,,,SQLite,,,,,,,,,,
10223,Go,Dart,Elasticsearch,MongoDB,Docker,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse,,,,
10223,JavaScript,Go,MongoDB,Redis,,Docker,jQuery,jQuery,PyCharm,,,,
10223,TypeScript,JavaScript,MySQL,,,Kubernetes,,React.js,Visual Studio Code,,,,
10223,,TypeScript,,,,,,Vue.js,,,,,
10223,,WebAssembly,,,,,,,,,,,
10226,Bash/Shell/PowerShell,C#,Microsoft SQL Server,DynamoDB,AWS,AWS,ASP.NET,ASP.NET,Visual Studio,,,,
10226,C#,Clojure,PostgreSQL,Elasticsearch,Docker,Docker,jQuery,React.js,Visual Studio Code,,,,
10226,HTML/CSS,F#,,Firebase,,Google Cloud Platform,React.js,,,,,,
10226,JavaScript,Go,,MongoDB,,Kubernetes,,,,,,,
10226,Ruby,JavaScript,,PostgreSQL,,,,,,,,,
10226,SQL,SQL,,Redis,,,,,,,,,
10226,,Swift,,,,,,,,,,,
10226,,TypeScript,,,,,,,,,,,
10229,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Elasticsearch,Linux,Android,Django,Django,PHPStorm,,,,
10229,HTML/CSS,Dart,SQLite,MariaDB,,AWS,jQuery,Express,PyCharm,,,,
10229,JavaScript,Elixir,,MongoDB,,Docker,Laravel,Flask,Sublime Text,,,,
10229,PHP,Go,,PostgreSQL,,Google Cloud Platform,,Laravel,Vim,,,,
10229,Python,HTML/CSS,,Redis,,Heroku,,React.js,,,,,
10229,SQL,Java,,SQLite,,iOS,,Ruby on Rails,,,,,
10229,,JavaScript,,,,Kubernetes,,Vue.js,,,,,
10229,,PHP,,,,Linux,,,,,,,
10229,,Python,,,,MacOS,,,,,,,
10229,,R,,,,Raspberry Pi,,,,,,,
10229,,SQL,,,,Slack,,,,,,,
10229,,TypeScript,,,,Windows,,,,,,,
10229,,,,,,WordPress,,,,,,,
10230,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Linux,ASP.NET,ASP.NET,Atom,,,,
10230,C,C,Microsoft SQL Server,Microsoft SQL Server,MacOS,MacOS,jQuery,jQuery,IntelliJ,,,,
10230,C++,C++,MySQL,MySQL,Windows,Windows,Other(s):,Other(s):,NetBeans,,,,
10230,C#,C#,PostgreSQL,PostgreSQL,,,,,Notepad++,,,,
10230,Elixir,Elixir,Redis,Redis,,,,,PyCharm,,,,
10230,Erlang,Erlang,SQLite,SQLite,,,,,Visual Studio,,,,
10230,HTML/CSS,HTML/CSS,,,,,,,Visual Studio Code,,,,
10230,JavaScript,JavaScript,,,,,,,,,,,
10230,PHP,PHP,,,,,,,,,,,
10230,Python,Python,,,,,,,,,,,
10230,SQL,SQL,,,,,,,,,,,
10231,HTML/CSS,HTML/CSS,MongoDB,Elasticsearch,iOS,Google Cloud Platform,jQuery,Angular/Angular.js,PHPStorm,,,,
10231,JavaScript,JavaScript,MySQL,MariaDB,Linux,iOS,Laravel,Express,Sublime Text,,,,
10231,PHP,PHP,SQLite,MongoDB,Slack,MacOS,React.js,jQuery,,,,,
10231,SQL,SQL,,MySQL,Windows,Slack,,Laravel,,,,,
10231,,,,PostgreSQL,WordPress,Windows,,React.js,,,,,
10231,,,,SQLite,,WordPress,,Vue.js,,,,,
10233,C++,Java,MySQL,MySQL,Android,Android,Spring,Angular/Angular.js,Eclipse,,,,
10233,Java,Python,Oracle,Oracle,Slack,Slack,,Spring,Visual Studio,,,,
10233,Python,SQL,,,Windows,Windows,,,,,,,
10233,SQL,TypeScript,,,,,,,,,,,
10238,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Heroku,Heroku,Express,Angular/Angular.js,Atom,,,,
10238,JavaScript,JavaScript,MySQL,,,,jQuery,Express,,,,,
10238,PHP,,Redis,,,,React.js,React.js,,,,,
10238,SQL,,,,,,Vue.js,Vue.js,,,,,
10240,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Windows,Microsoft Azure,ASP.NET,ASP.NET,Eclipse,,,,
10240,C#,C#,,,,Raspberry Pi,Spring,Spring,Visual Studio,,,,
10240,HTML/CSS,Python,,,,Windows,,,Visual Studio Code,,,,
10240,Java,R,,,,,,,,,,,
10240,Python,SQL,,,,,,,,,,,
10240,SQL,,,,,,,,,,,,
10241,Bash/Shell/PowerShell,HTML/CSS,MariaDB,Elasticsearch,AWS,Docker,Drupal,Drupal,PHPStorm,,,,
10241,HTML/CSS,JavaScript,MySQL,,Docker,MacOS,jQuery,React.js,PyCharm,,,,
10241,JavaScript,PHP,Redis,,MacOS,,React.js,,Vim,,,,
10241,PHP,Rust,,,Slack,,,,,,,,
10241,Python,WebAssembly,,,,,,,,,,,
10241,SQL,,,,,,,,,,,,
10243,C#,Bash/Shell/PowerShell,MongoDB,MongoDB,Windows,Arduino,Other(s):,Other(s):,Vim,,,,
10243,HTML/CSS,Elixir,Microsoft SQL Server,PostgreSQL,,Docker,,,Visual Studio,,,,
10243,JavaScript,F#,,,,iOS,,,Visual Studio Code,,,,
10243,Other(s):,HTML/CSS,,,,Microsoft Azure,,,,,,,
10243,,Other(s):,,,,Raspberry Pi,,,,,,,
10245,Assembly,Bash/Shell/PowerShell,Cassandra,DynamoDB,Android,AWS,Angular/Angular.js,Angular/Angular.js,Android Studio,,,,
10245,Bash/Shell/PowerShell,Go,Couchbase,Firebase,AWS,Docker,ASP.NET,Express,Sublime Text,,,,
10245,C,HTML/CSS,DynamoDB,MariaDB,Docker,Google Cloud Platform,Django,,,,,,
10245,C++,JavaScript,Elasticsearch,MongoDB,Google Cloud Platform,iOS,Express,,,,,,
10245,C#,Python,Firebase,MySQL,Heroku,Kubernetes,jQuery,,,,,,
10245,Go,Swift,MariaDB,SQLite,iOS,Linux,React.js,,,,,,
10245,HTML/CSS,TypeScript,MongoDB,,Kubernetes,Raspberry Pi,Vue.js,,,,,,
10245,Java,WebAssembly,Microsoft SQL Server,,Linux,Windows,,,,,,,
10245,JavaScript,,MySQL,,MacOS,WordPress,,,,,,,
10245,Kotlin,,SQLite,,Raspberry Pi,,,,,,,,
10245,Objective-C,,,,Slack,,,,,,,,
10245,PHP,,,,Windows,,,,,,,,
10245,Python,,,,WordPress,,,,,,,,
10245,R,,,,,,,,,,,,
10245,SQL,,,,,,,,,,,,
10245,Swift,,,,,,,,,,,,
10245,TypeScript,,,,,,,,,,,,
10245,VBA,,,,,,,,,,,,
10245,WebAssembly,,,,,,,,,,,,
10246,Go,Clojure,DynamoDB,Cassandra,AWS,AWS,jQuery,Flask,Atom,,,,
10246,Java,Go,Elasticsearch,Elasticsearch,Docker,Docker,Spring,React.js,Emacs,,,,
10246,JavaScript,Python,MariaDB,PostgreSQL,Google Cloud Platform,Google Cloud Platform,Vue.js,Vue.js,PyCharm,,,,
10246,Python,WebAssembly,MongoDB,Redis,Heroku,Kubernetes,,,,,,,
10246,,,MySQL,,Kubernetes,Linux,,,,,,,
10246,,,PostgreSQL,,Linux,MacOS,,,,,,,
10246,,,Redis,,MacOS,Slack,,,,,,,
10246,,,,,Slack,,,,,,,,
10247,HTML/CSS,Java,MongoDB,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IntelliJ,,,,
10247,Java,Python,Oracle,PostgreSQL,Linux,Kubernetes,Flask,Flask,PyCharm,,,,
10247,JavaScript,,PostgreSQL,Redis,,Linux,,,Visual Studio Code,,,,
10247,Python,,,,,,,,,,,,
10247,SQL,,,,,,,,,,,,
10247,TypeScript,,,,,,,,,,,,
10248,C#,C#,Microsoft SQL Server,Firebase,Microsoft Azure,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ,,,,
10248,HTML/CSS,HTML/CSS,,Microsoft SQL Server,Windows,Docker,,ASP.NET,Notepad++,,,,
10248,JavaScript,JavaScript,,SQLite,,Linux,,React.js,Visual Studio,,,,
10248,TypeScript,TypeScript,,Other(s):,,Microsoft Azure,,,Visual Studio Code,,,,
10248,,WebAssembly,,,,Windows,,,,,,,
10249,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Visual Studio,,,,
10249,HTML/CSS,HTML/CSS,,,,,ASP.NET,ASP.NET,,,,,
10249,JavaScript,JavaScript,,,,,jQuery,jQuery,,,,,
10249,SQL,SQL,,,,,React.js,React.js,,,,,
10249,TypeScript,TypeScript,,,,,,,,,,,
10251,Bash/Shell/PowerShell,C#,Elasticsearch,Elasticsearch,Docker,Android,Django,Angular/Angular.js,Android Studio,,,,
10251,HTML/CSS,Go,Microsoft SQL Server,Firebase,Linux,AWS,Express,React.js,IntelliJ,,,,
10251,Java,Kotlin,MySQL,MongoDB,MacOS,Docker,jQuery,Vue.js,Notepad++,,,,
10251,JavaScript,Python,PostgreSQL,Redis,Slack,Kubernetes,Laravel,Other(s):,PHPStorm,,,,
10251,PHP,Swift,SQLite,,Windows,,Spring,,PyCharm,,,,
10251,Python,TypeScript,,,WordPress,,Vue.js,,Visual Studio,,,,
10251,SQL,,,,,,Other(s):,,Visual Studio Code,,,,
10251,VBA,,,,,,,,Xcode,,,,
10252,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Elasticsearch,AWS,AWS,jQuery,React.js,Sublime Text,,,,
10252,C,Go,PostgreSQL,MySQL,Docker,Docker,React.js,Ruby on Rails,Vim,,,,
10252,C++,HTML/CSS,Redis,PostgreSQL,Heroku,Heroku,Ruby on Rails,,,,,,
10252,C#,JavaScript,,Redis,Linux,Kubernetes,,,,,,,
10252,HTML/CSS,Ruby,,,MacOS,Linux,,,,,,,
10252,JavaScript,SQL,,,Raspberry Pi,MacOS,,,,,,,
10252,PHP,TypeScript,,,WordPress,Raspberry Pi,,,,,,,
10252,Python,WebAssembly,,,,,,,,,,,
10252,Ruby,,,,,,,,,,,,
10252,SQL,,,,,,,,,,,,
10253,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,Angular/Angular.js,Visual Studio,,,,
10253,HTML/CSS,HTML/CSS,,,Arduino,Arduino,,ASP.NET,Visual Studio Code,,,,
10253,JavaScript,JavaScript,,,Windows,Docker,,Vue.js,,,,,
10253,SQL,R,,,,,,,,,,,
10253,TypeScript,SQL,,,,,,,,,,,
10253,VBA,,,,,,,,,,,,
10258,HTML/CSS,Kotlin,,,Slack,Android,Express,,Android Studio,,,,
10258,JavaScript,Python,,,Windows,Docker,React.js,,Visual Studio Code,,,,
10258,,SQL,,,,Heroku,,,,,,,
10258,,TypeScript,,,,Linux,,,,,,,
10258,,WebAssembly,,,,,,,,,,,
10259,JavaScript,JavaScript,,MongoDB,Linux,Linux,React.js,React.js,Visual Studio Code,,,,
10259,,,,,Slack,Slack,,,,,,,
10260,HTML/CSS,HTML/CSS,Microsoft SQL Server,PostgreSQL,Linux,Android,jQuery,Django,Visual Studio Code,,,,
10260,JavaScript,JavaScript,,,Windows,AWS,,Express,,,,,
10260,PHP,Python,,,,Linux,,React.js,,,,,
10260,SQL,R,,,,Microsoft Azure,,Vue.js,,,,,
10260,,SQL,,,,Windows,,,,,,,
10261,HTML/CSS,HTML/CSS,MySQL,MySQL,Arduino,Windows,Spring,jQuery,Android Studio,,,,
10261,Java,Java,,,Linux,,,Spring,Eclipse,,,,
10261,Python,JavaScript,,,WordPress,,,,IntelliJ,,,,
10261,SQL,SQL,,,,,,,NetBeans,,,,
10261,,,,,,,,,Notepad++,,,,
